"code";"description";"procurement_category";"name";"parent";"language_code"
"42964000-1";;"goods";"Echipament de birotică";"42960000-3";"ro"
"42964000-1";;"goods";"Оргтехника";"42960000-3";"ru"
"42965000-8";;"goods";"Information-processing equipment";"42960000-3";"en"
"42965000-8";;"goods";"Echipament de procesare a informaţiilor";"42960000-3";"ro"
"42965000-8";;"goods";"Оборудование для обработки информации";"42960000-3";"ru"
"42965100-9";;"goods";"Warehouse management system";"42965000-8";"en"
"42965100-9";;"goods";"Sistem de gestionare a antrepozitelor";"42965000-8";"ro"
"42965100-9";;"goods";"Система управления складом";"42965000-8";"ru"
"42965110-2";;"goods";"Depot system";"42965000-8";"en"
"42965110-2";;"goods";"Sistem de depozit";"42965000-8";"ro"
"42965110-2";;"goods";"Складская система";"42965000-8";"ru"
"42967000-2";;"goods";"Controller unit";"42960000-3";"en"
"42967000-2";;"goods";"Unitate de comandă";"42960000-3";"ro"
"42967000-2";;"goods";"Устройство управления";"42960000-3";"ru"
"42967100-3";;"goods";"Digital remote-control unit";"42967000-2";"en"
"42967100-3";;"goods";"Unitate de comandă digitală la distanţă";"42967000-2";"ro"
"42967100-3";;"goods";"Цифровое устройство дистанционного управления";"42967000-2";"ru"
"42968000-9";;"goods";"Dispensers";"42960000-3";"en"
"42968000-9";;"goods";"Distribuitoare";"42960000-3";"ro"
"42968000-9";;"goods";"Распределяющее устройство";"42960000-3";"ru"
"42968100-0";;"goods";"Drinks dispensers";"42968000-9";"en"
"42968100-0";;"goods";"Distribuitoare de băuturi";"42968000-9";"ro"
"42968100-0";;"goods";"Диспенсеры напитков";"42968000-9";"ru"
"42968200-1";;"goods";"Sanitary dispensing machines";"42968000-9";"en"
"42968200-1";;"goods";"Distribuitoare de articole de igienă";"42968000-9";"ro"
"42968200-1";;"goods";"Диспенсеры предметов гигиены";"42968000-9";"ru"
"42968300-2";;"goods";"Toilet-roll dispenser system";"42968000-9";"en"
"42968300-2";;"goods";"Sisteme de derulare a hârtiei igienice";"42968000-9";"ro"
"42968300-2";;"goods";"Системы разматывания туалетной бумаги";"42968000-9";"ru"
"42970000-6";;"goods";"Parts of dishwashing machines and of machines for cleaning, filling, packing or wrapping";"42900000-5";"en"
"42970000-6";;"goods";"Piese pentru maşini de spălat vasele şi pentru maşini de curăţare, de umplere, de împachetare şi de ambalare";"42900000-5";"ro"
"42970000-6";;"goods";"Запасные части для посудомоечных машин и машин для очистки, фасовки, упаковки и расфасовки";"42900000-5";"ru"
"42971000-3";;"goods";"Parts of dishwashing machines";"42970000-6";"en"
"42971000-3";;"goods";"Piese pentru maşini de spălat vasele";"42970000-6";"ro"
"42971000-3";;"goods";"Запасные части посудомоечных машин";"42970000-6";"ru"
"42972000-0";;"goods";"Parts of cleaning machines";"42970000-6";"en"
"42972000-0";;"goods";"Piese pentru maşini de curăţat";"42970000-6";"ro"
"42972000-0";;"goods";"Запасные части для машин по очистке";"42970000-6";"ru"
"42973000-7";;"goods";"Parts of filling machines";"42970000-6";"en"
"42973000-7";;"goods";"Piese pentru maşini de umplere";"42970000-6";"ro"
"42974000-4";;"goods";"Parts of packing machines";"42970000-6";"en"
"42974000-4";;"goods";"Piese pentru maşini de împachetare";"42970000-6";"ro"
"42974000-4";;"goods";"Запасные части для упаковочных машин";"42970000-6";"ru"
"42975000-1";;"goods";"Parts of wrapping machines";"42970000-6";"en"
"42975000-1";;"goods";"Piese pentru maşini de ambalare";"42970000-6";"ro"
"42975000-1";;"goods";"Запасные части для машин по упаковке";"42970000-6";"ru"
"42980000-9";;"goods";"Gas generators";"42900000-5";"en"
"42980000-9";;"goods";"Generatoare de gaz";"42900000-5";"ro"
"42980000-9";;"goods";"Газогенераторы";"42900000-5";"ru"
"42981000-6";;"goods";"Ozone generators";"42980000-9";"en"
"42981000-6";;"goods";"Generatoare de ozon";"42980000-9";"ro"
"42981000-6";;"goods";"Озоногенераторы";"42980000-9";"ru"
"42990000-2";;"goods";"Miscellaneous special-purpose machinery";"42900000-5";"en"
"42990000-2";;"goods";"Diverse utilaje cu utilizare specială";"42900000-5";"ro"
"42990000-2";;"goods";"Различное оборудование специального назначения";"42900000-5";"ru"
"42991000-9";;"goods";"Paper, printing and bookbinding machinery and parts";"42990000-2";"en"
"42991000-9";;"goods";"Utilaje de fabricare a hârtiei, de tipărit şi de legat şi piese ale acestora";"42990000-2";"ro"
"42991000-9";;"goods";"Оборудование для производства бумаги, для печати и переплета и соответствующие запасные части";"42990000-2";"ru"
"42991100-0";;"goods";"Bookbinding machinery";"42991000-9";"en"
"42991100-0";;"goods";"Maşini de legat cărţi";"42991000-9";"ro"
"42991100-0";;"goods";"Переплетные машины";"42991000-9";"ru"
"42991110-3";;"goods";"Book-sewing machinery";"42991000-9";"en"
"42991110-3";;"goods";"Maşini de broşat cărţi";"42991000-9";"ro"
"42991110-3";;"goods";"Машины для брошюрования книг";"42991000-9";"ru"
"42991200-1";;"goods";"Printing machinery";"42991000-9";"en"
"42991200-1";;"goods";"Maşini de tipărit";"42991000-9";"ro"
"42991200-1";;"goods";"Печатные машины";"42991000-9";"ru"
"42991210-4";;"goods";"Offset printing machinery";"42991000-9";"en"
"42991210-4";;"goods";"Maşini de tipărit offset";"42991000-9";"ro"
"42991210-4";;"goods";"Офсетные печатные машины";"42991000-9";"ru"
"42991220-7";;"goods";"Typesetting machinery";"42991000-9";"en"
"42991220-7";;"goods";"Maşină de cules";"42991000-9";"ro"
"42991220-7";;"goods";"Типографское оборудование";"42991000-9";"ru"
"42991230-0";;"goods";"Ticket printers";"42991000-9";"en"
"42991230-0";;"goods";"Maşini de tipărit bilete";"42991000-9";"ro"
"42991230-0";;"goods";"Машина для печатания билетов";"42991000-9";"ru"
"42991300-2";;"goods";"Photocomposing system";"42991000-9";"en"
"42991300-2";;"goods";"Sisteme de fotocompoziţie";"42991000-9";"ro"
"42991300-2";;"goods";"Системы для фотокомпозиций";"42991000-9";"ru"
"42991400-3";;"goods";"Dryers for wood, paper pulp, paper or paperboard";"42991000-9";"en"
"42991400-3";;"goods";"Uscătoare pentru lemn, pentru celuloză, pentru hârtie sau pentru carton";"42991000-9";"ro"
"42991400-3";;"goods";"Сушилки для древесины, целлюлозы, бумаги или картона";"42991000-9";"ru"
"42991500-4";;"goods";"Parts of printing or bookbinding machinery";"42991000-9";"en"
"42991500-4";;"goods";"Piese pentru maşini de imprimat sau de legat";"42991000-9";"ro"
"42991500-4";;"goods";"Запасные части для печатающих или переплетных машин";"42991000-9";"ru"
"42992000-6";;"goods";"Special-purpose electrical goods";"42990000-2";"en"
"42992000-6";;"goods";"Produse electrice cu utilizare specială";"42990000-2";"ro"
"42992000-6";;"goods";"Специальные электрические товары";"42990000-2";"ru"
"42992100-7";;"goods";"Faraday cage";"42992000-6";"en"
"42992100-7";;"goods";"Carcase Faraday";"42992000-6";"ro"
"42992100-7";;"goods";"Решетки Фарадея";"42992000-6";"ru"
"42992200-8";;"goods";"Anechoic chamber";"42992000-6";"en"
"42992200-8";;"goods";"Cameră surdă";"42992000-6";"ro"
"42992200-8";;"goods";"Безэховая испытательная камера";"42992000-6";"ru"
"42992300-9";;"goods";"Electromagnetic absorbent material";"42992000-6";"en"
"42992300-9";;"goods";"Material absorbant electromagnetic";"42992000-6";"ro"
"42992300-9";;"goods";"Материал, поглощающий электромагнитное излучение";"42992000-6";"ru"
"42993000-3";;"goods";"Chemical industry machinery";"42990000-2";"en"
"42993000-3";;"goods";"Utilaje pentru industria chimică";"42990000-2";"ro"
"42993000-3";;"goods";"Оборудование для химической промышленности";"42990000-2";"ru"
"42993100-4";;"goods";"Chlorinators";"42993000-3";"en"
"42993100-4";;"goods";"Cloratoare";"42993000-3";"ro"
"42993100-4";;"goods";"Хлораторы";"42993000-3";"ru"
"42993200-5";;"goods";"Dosing plant";"42993000-3";"en"
"42993200-5";;"goods";"Instalaţie de dozare";"42993000-3";"ro"
"42993200-5";;"goods";"Установки для дозирования";"42993000-3";"ru"
"42994000-0";;"goods";"Machinery for working rubber or plastics";"42990000-2";"en"
"42994000-0";;"goods";"Utilaje pentru prelucrarea cauciucului sau a plasticului";"42990000-2";"ro"
"42994000-0";;"goods";"Оборудование для обработки резины или пластмассы";"42990000-2";"ru"
"42994100-1";;"goods";"Machines for the production of plastic windows and frames";"42994000-0";"en"
"42994100-1";;"goods";"Maşini pentru fabricarea ferestrelor şi ramelor din plastic";"42994000-0";"ro"
"42994100-1";;"goods";"Машины для производства пластиковых окон и рам";"42994000-0";"ru"
"42994200-2";;"goods";"Machinery for working plastics";"42994000-0";"en"
"42994200-2";;"goods";"Utilaje pentru prelucrarea materialelor plastice";"42994000-0";"ro"
"42994200-2";;"goods";"Оборудование для обработки пластмассы";"42994000-0";"ru"
"42994220-8";;"goods";"Lamination accessories";"42994000-0";"en"
"42994220-8";;"goods";"Accesorii pentru laminare";"42994000-0";"ro"
"43133000-4";;"goods";"Oil platform equipment";"43130000-3";"en"
"42994220-8";;"goods";"Аксессуары для ламинирования";"42994000-0";"ru"
"42994230-1";;"goods";"Laminators";"42994000-0";"en"
"42994230-1";;"goods";"Laminoare";"42994000-0";"ro"
"42994230-1";;"goods";"Ламинаторы";"42994000-0";"ru"
"42995000-7";;"goods";"Miscellaneous cleaning machines";"42990000-2";"en"
"42995000-7";;"goods";"Diverse maşini de curăţare";"42990000-2";"ro"
"42995000-7";;"goods";"Разные машины для чистки";"42990000-2";"ru"
"42995100-8";;"goods";"Tunnel washer";"42995000-7";"en"
"42995100-8";;"goods";"Tunel de spălare";"42995000-7";"ro"
"42995100-8";;"goods";"Туннельная мойка";"42995000-7";"ru"
"42995200-9";;"goods";"Beach cleaning machines";"42995000-7";"en"
"42995200-9";;"goods";"Maşini de curăţare a plajelor";"42995000-7";"ro"
"42995200-9";;"goods";"Машины для очистки пляжей";"42995000-7";"ru"
"42996000-4";;"goods";"Machinery for the treatment of sewage";"42990000-2";"en"
"42996000-4";;"goods";"Utilaje de tratare a apelor reziduale";"42990000-2";"ro"
"42996000-4";;"goods";"Оборудование для очистки сточных вод";"42990000-2";"ru"
"42996100-5";;"goods";"Comminutors";"42996000-4";"en"
"42996100-5";;"goods";"Pulverizatoare";"42996000-4";"ro"
"42996100-5";;"goods";"Опрыскиватели";"42996000-4";"ru"
"42996110-8";;"goods";"Macerators for the treatment of sewage";"42996000-4";"en"
"42996110-8";;"goods";"Maceratoare pentru tratarea apelor reziduale";"42996000-4";"ro"
"42996110-8";;"goods";"Размочители для очистки сточных вод";"42996000-4";"ru"
"42996200-6";;"goods";"Sewage presses";"42996000-4";"en"
"42996200-6";;"goods";"Prese pentru ape reziduale";"42996000-4";"ro"
"42996200-6";;"goods";"Прессы для сточных вод";"42996000-4";"ru"
"42996300-7";;"goods";"Scrapers";"42996000-4";"en"
"42996300-7";;"goods";"Raclete";"42996000-4";"ro"
"42996300-7";;"goods";"Скребки";"42996000-4";"ru"
"42996400-8";;"goods";"Mixer units";"42996000-4";"en"
"42996400-8";;"goods";"Dispozitive de amestecare";"42996000-4";"ro"
"42996400-8";;"goods";"Устройства перемешивания";"42996000-4";"ru"
"42996500-9";;"goods";"Sewage screens";"42996000-4";"en"
"42996500-9";;"goods";"Filtre pentru ape reziduale";"42996000-4";"ro"
"42996500-9";;"goods";"Фильтры для сточных вод";"42996000-4";"ru"
"42996600-0";;"goods";"Oxygenation equipment";"42996000-4";"en"
"42996600-0";;"goods";"Echipament de oxigenare";"42996000-4";"ro"
"42996600-0";;"goods";"Оборудование для оксигенации (обогащения кислородом)";"42996000-4";"ru"
"42996700-1";;"goods";"Precipitators";"42996000-4";"en"
"42996700-1";;"goods";"Precipitatoare";"42996000-4";"ro"
"42996700-1";;"goods";"Преципитаторы";"42996000-4";"ru"
"42996800-2";;"goods";"Sedimentation beds";"42996000-4";"en"
"42996800-2";;"goods";"Paturi de sedimentare";"42996000-4";"ro"
"42996800-2";;"goods";"Осадочные кровати";"42996000-4";"ru"
"42996900-3";;"goods";"Sludge-processing equipment";"42996000-4";"en"
"42996900-3";;"goods";"Echipament de prelucrare a nămolului";"42996000-4";"ro"
"42996900-3";;"goods";"Оборудование для обработки осадка";"42996000-4";"ru"
"42997000-1";;"goods";"Pipeline machinery";"42990000-2";"en"
"42997000-1";;"goods";"Utilaje pentru conducte";"42990000-2";"ro"
"42997000-1";;"goods";"Оборудование для трубопровода";"42990000-2";"ru"
"42997100-2";;"goods";"Machines for inspecting the internal surface of pipelines";"42997000-1";"en"
"42997100-2";;"goods";"Maşini de control al suprafeţei interne a conductelor";"42997000-1";"ro"
"42997100-2";;"goods";"Машины для контроля внутренней поверхности труб";"42997000-1";"ru"
"42997200-3";;"goods";"Machines for cleaning the internal surface of pipelines";"42997000-1";"en"
"42997200-3";;"goods";"Maşini de curăţare a suprafeţei interne a conductelor";"42997000-1";"ro"
"42997200-3";;"goods";"Машины для очистки внутренней поверхности труб";"42997000-1";"ru"
"42997300-4";;"goods";"Industrial robots";"42997000-1";"en"
"42997300-4";;"goods";"Roboţi industriali";"42997000-1";"ro"
"42997300-4";;"goods";"Промышленные роботы";"42997000-1";"ru"
"42998000-8";;"goods";"Pallet-picking system";"42990000-2";"en"
"42998000-8";;"goods";"Sisteme de ridicare a paleţilor";"42990000-2";"ro"
"42998000-8";;"goods";"Системы подъема поддонов (паллетов)";"42990000-2";"ru"
"42998100-9";;"goods";"Pallet-retrieving system";"42998000-8";"en"
"42998100-9";;"goods";"Sisteme de extragere a paleţilor";"42998000-8";"ro"
"42998100-9";;"goods";"Системы удаления поддонов (паллетов)";"42998000-8";"ru"
"42999000-5";;"goods";"Non-domestic vacuum cleaners and floor polishers";"42990000-2";"en"
"42999000-5";;"goods";"Aspiratoare şi dispozitive de lustruit podele, altele decât cele de uz casnic";"42990000-2";"ro"
"42999000-5";;"goods";"Пылесосы и устройства для полировки полов, кроме бытовых";"42990000-2";"ru"
"42999100-6";;"goods";"Non-domestic vacuum cleaners";"42999000-5";"en"
"42999100-6";;"goods";"Aspiratoare, altele decât cele de uz casnic";"42999000-5";"ro"
"42999100-6";;"goods";"Пылесосы, кроме бытовых";"42999000-5";"ru"
"42999200-7";;"goods";"Non-domestic floor polishers";"42999000-5";"en"
"42999200-7";;"goods";"Dispozitive de lustruit podele, altele decât cele de uz casnic";"42999000-5";"ro"
"42999200-7";;"goods";"Устройства для полировки полов, кроме бытовых";"42999000-5";"ru"
"42999300-8";;"goods";"Parts of non-domestic vacuum cleaners";"42999000-5";"en"
"42999300-8";;"goods";"Piese pentru aspiratoare, altele decât cele de uz casnic";"42999000-5";"ro"
"42999300-8";;"goods";"Запасные части для пылесосов, кроме бытовых";"42999000-5";"ru"
"42999400-9";;"goods";"Parts of non-domestic floor polishers";"42999000-5";"en"
"42999400-9";;"goods";"Piese pentru dispozitive de lustruit podele, altele decât cele de uz casnic";"42999000-5";"ro"
"42999400-9";;"goods";"Запасные части для устройств по полировке полов, кроме бытовых";"42999000-5";"ru"
"43000000-3";;"goods";"Machinery for mining, quarrying, construction equipment";"";"en"
"43000000-3";;"goods";"Utilaje pentru minerit, cariere de piatră şi construcţii";"";"ro"
"43000000-3";;"goods";"Горнодобывающее и строительное оборудование";"";"ru"
"43100000-4";;"goods";"Mining equipment";"43000000-3";"en"
"43100000-4";;"goods";"Echipament minier";"43000000-3";"ro"
"43100000-4";;"goods";"Горное оборудование";"43000000-3";"ru"
"43120000-0";;"goods";"Coal or rock cutters and tunnelling machinery, and boring or sinking machinery";"43100000-4";"en"
"43120000-0";;"goods";"Haveze de cărbune sau de rocă, utilaje de excavare a tunelurilor, utilaje de perforare sau de scufundare";"43100000-4";"ro"
"43120000-0";;"goods";"Угле- или породоразрушающие машины, машины для прокладывания земляных туннелей, бурильное или буровое оборудование";"43100000-4";"ru"
"43121000-7";;"goods";"Well-drilling machinery";"43120000-0";"en"
"43121000-7";;"goods";"Utilaje de forare a sondelor";"43120000-0";"ro"
"43121000-7";;"goods";"Техника для бурения скважин";"43120000-0";"ru"
"43121100-8";;"goods";"Wellhead running tools";"43121000-7";"en"
"43121100-8";;"goods";"Utilaje de exploatare a gurilor de sondă";"43121000-7";"ro"
"43121100-8";;"goods";"Оборудование для эксплуатации буровых скважин";"43121000-7";"ru"
"43121200-9";;"goods";"Riser connector apparatus";"43121000-7";"en"
"43121200-9";;"goods";"Conectori pentru coloane ascendente";"43121000-7";"ro"
"43121200-9";;"goods";"Устройства для спуска подводного устьевого оборудования";"43121000-7";"ru"
"43121300-0";;"goods";"Well-completion equipment";"43121000-7";"en"
"43121300-0";;"goods";"Echipament de finisare a sondelor";"43121000-7";"ro"
"43121300-0";;"goods";"Оборудование для подсоединения водоотделяющей колонны";"43121000-7";"ru"
"43121400-1";;"goods";"Well-intervention equipment";"43121000-7";"en"
"43121400-1";;"goods";"Echipament de intervenţie pentru sonde";"43121000-7";"ro"
"43121400-1";;"goods";"Оборудование для завершения скважины";"43121000-7";"ru"
"43121500-2";;"goods";"Well-testing equipment";"43121000-7";"en"
"43121500-2";;"goods";"Echipament de testare a sondelor";"43121000-7";"ro"
"43121500-2";;"goods";"Контрольно-измерительное оборудование для скважин";"43121000-7";"ru"
"43121600-3";;"goods";"Blowout prevention (BOP) apparatus";"43121000-7";"en"
"43121600-3";;"goods";"Prevenitor de erupţie";"43121000-7";"ro"
"43121600-3";;"goods";"Оборудование для предотвращения нефтефонтанирования";"43121000-7";"ru"
"43122000-4";;"goods";"Coal or rock-cutting machinery";"43120000-0";"en"
"43122000-4";;"goods";"Haveze de cărbune sau de rocă";"43120000-0";"ro"
"43122000-4";;"goods";"Угле- или породоразрушающие машины";"43120000-0";"ru"
"43123000-1";;"goods";"Tunnelling machinery";"43120000-0";"en"
"43123000-1";;"goods";"Utilaje de excavare a tunelurilor";"43120000-0";"ro"
"43123000-1";;"goods";"Оборудования для прокладывания туннелей";"43120000-0";"ru"
"43124000-8";;"goods";"Boring machinery";"43120000-0";"en"
"43124000-8";;"goods";"Utilaje de perforare";"43120000-0";"ro"
"43124000-8";;"goods";"Буровое оборудование";"43120000-0";"ru"
"43124100-9";;"goods";"Moles";"43124000-8";"en"
"43124100-9";;"goods";"Maşini de foraj orizontal";"43124000-8";"ro"
"43124100-9";;"goods";"Горизонтально-сверлильные машины";"43124000-8";"ru"
"43124900-7";;"goods";"Rock-drilling equipment";"43124000-8";"en"
"43124900-7";;"goods";"Echipament de forare în rocă";"43124000-8";"ro"
"43124900-7";;"goods";"Буровое оборудование для каменных пород";"43124000-8";"ru"
"43125000-5";;"goods";"Sinking machinery";"43120000-0";"en"
"43125000-5";;"goods";"Utilaje de scufundare";"43120000-0";"ro"
"43125000-5";;"goods";"Снаряжение для подводного плавания";"43120000-0";"ru"
"43130000-3";;"goods";"Drilling equipment";"43100000-4";"en"
"43130000-3";;"goods";"Echipament de foraj";"43100000-4";"ro"
"43130000-3";;"goods";"Буровое оборудование";"43100000-4";"ru"
"43131000-0";;"goods";"Offshore production platforms";"43130000-3";"en"
"43131000-0";;"goods";"Platforme marine de producţie";"43130000-3";"ro"
"43131000-0";;"goods";"Морские производственные платформы";"43130000-3";"ru"
"43131100-1";;"goods";"Offshore equipment";"43131000-0";"en"
"43131100-1";;"goods";"Echipament marin";"43131000-0";"ro"
"43131100-1";;"goods";"Судовое оборудование";"43131000-0";"ru"
"43131200-2";;"goods";"Offshore drilling unit";"43131000-0";"en"
"43131200-2";;"goods";"Unitate marină de foraj";"43131000-0";"ro"
"43131200-2";;"goods";"Шельфовая буровая установка";"43131000-0";"ru"
"43132000-7";;"goods";"Oil drilling equipment";"43130000-3";"en"
"43132000-7";;"goods";"Echipament de foraj petrolier";"43130000-3";"ro"
"43132000-7";;"goods";"Нефтяное буровое оборудование";"43130000-3";"ru"
"43132100-8";;"goods";"Drilling machinery";"43132000-7";"en"
"43132100-8";;"goods";"Utilaje de foraj";"43132000-7";"ro"
"43132100-8";;"goods";"Буровая установка";"43132000-7";"ru"
"43132200-9";;"goods";"Drilling rig";"43132000-7";"en"
"43132200-9";;"goods";"Troliu de foraj";"43132000-7";"ro"
"43132200-9";;"goods";"Буровая лебедка";"43132000-7";"ru"
"43132300-0";;"goods";"Drills";"43132000-7";"en"
"43132300-0";;"goods";"Sondeze";"43132000-7";"ro"
"43132300-0";;"goods";"Буры";"43132000-7";"ru"
"43132400-1";;"goods";"Line equipment";"43132000-7";"en"
"43132400-1";;"goods";"Echipament pentru conducte";"43132000-7";"ro"
"43132400-1";;"goods";"Оборудование для трубопроводов";"43132000-7";"ru"
"43132500-2";;"goods";"Liner hangers";"43132000-7";"en"
"43132500-2";;"goods";"Dispozitive de suspendare pentru coloană pierdută";"43132000-7";"ro"
"43132500-2";;"goods";"Подвесной хомут колонны-хвостовика";"43132000-7";"ru"
"43133000-4";;"goods";"Echipament pentru platforme petroliere";"43130000-3";"ro"
"43133000-4";;"goods";"Оборудование для нефтяных платформ";"43130000-3";"ru"
"43133100-5";;"goods";"Skid units";"43133000-4";"en"
"43133100-5";;"goods";"Unităţi glisante";"43133000-4";"ro"
"43133100-5";;"goods";"Блок-боксы компрессоров";"43133000-4";"ru"
"43133200-6";;"goods";"Skid-mounted modules";"43133000-4";"en"
"43133200-6";;"goods";"Module glisante";"43133000-4";"ro"
"43133200-6";;"goods";"Скользящие модули";"43133000-4";"ru"
"43134000-1";;"goods";"Oil-field machinery";"43130000-3";"en"
"43134000-1";;"goods";"Utilaje pentru zăcăminte de petrol";"43130000-3";"ro"
"43134000-1";;"goods";"Оборудование для нефтяных месторождений";"43130000-3";"ru"
"43134100-2";;"goods";"Submersible pumps";"43134000-1";"en"
"43134100-2";;"goods";"Pompe submersibile";"43134000-1";"ro"
"43134100-2";;"goods";"Погружные насосы";"43134000-1";"ru"
"43135000-8";;"goods";"Subsea equipment";"43130000-3";"en"
"43135000-8";;"goods";"Echipamente submarine";"43130000-3";"ro"
"43135000-8";;"goods";"Подводное оборудование";"43130000-3";"ru"
"43135100-9";;"goods";"Subsea control systems";"43135000-8";"en"
"43135100-9";;"goods";"Sisteme de control submarin";"43135000-8";"ro"
"43135100-9";;"goods";"Подводные системы управления";"43135000-8";"ru"
"43136000-5";;"goods";"Downhole equipment";"43130000-3";"en"
"43136000-5";;"goods";"Echipament cu sape verticale";"43130000-3";"ro"
"43136000-5";;"goods";"Оборудование для вертикального рытья";"43130000-3";"ru"
"43140000-6";;"goods";"Mobile hydraulic-powered mine roof supports";"43100000-4";"en"
"43140000-6";;"goods";"Suporturi miniere mobile cu comandă hidraulică";"43100000-4";"ro"
"43140000-6";;"goods";"Мобильные горные опоры с гидравлическим управлением";"43100000-4";"ru"
"43200000-5";;"goods";"Earthmoving and excavating machinery, and associated parts";"43000000-3";"en"
"43200000-5";;"goods";"Utilaje pentru terasamente, utilaje de excavare şi piese ale acestora";"43000000-3";"ro"
"43200000-5";;"goods";"Земляное оборудование, землеройные машины и их запасные части";"43000000-3";"ru"
"43210000-8";;"goods";"Earthmoving machinery";"43200000-5";"en"
"43210000-8";;"goods";"Utilaje pentru terasamente";"43200000-5";"ro"
"43210000-8";;"goods";"Землеройная техника";"43200000-5";"ru"
"43211000-5";;"goods";"Bulldozers";"43210000-8";"en"
"43211000-5";;"goods";"Buldozere";"43210000-8";"ro"
"43211000-5";;"goods";"Бульдозеры";"43210000-8";"ru"
"43212000-2";;"goods";"Angle-dozers";"43210000-8";"en"
"43212000-2";;"goods";"Buldozere cu lame orientabile";"43210000-8";"ro"
"43212000-2";;"goods";"Бульдозеры с изменяемой геометрией лопаты";"43210000-8";"ru"
"43220000-1";;"goods";"Graders and levellers";"43200000-5";"en"
"43220000-1";;"goods";"Gredere şi nivelatoare";"43200000-5";"ro"
"43220000-1";;"goods";"Грейдеры и планировщики";"43200000-5";"ru"
"43221000-8";;"goods";"Road graders";"43220000-1";"en"
"43221000-8";;"goods";"Gredere rutiere";"43220000-1";"ro"
"43221000-8";;"goods";"Дорожные грейдеры";"43220000-1";"ru"
"43230000-4";;"goods";"Scraper machines";"43200000-5";"en"
"43230000-4";;"goods";"Screpere";"43200000-5";"ro"
"43230000-4";;"goods";"Скреперы";"43200000-5";"ru"
"43240000-7";;"goods";"Tamping machines";"43200000-5";"en"
"43240000-7";;"goods";"Maşini de burat";"43200000-5";"ro"
"43240000-7";;"goods";"Буровые машины";"43200000-5";"ru"
"43250000-0";;"goods";"Front-end shovel loaders";"43200000-5";"en"
"43250000-0";;"goods";"Încărcătoare cu benă frontală";"43200000-5";"ro"
"43250000-0";;"goods";"Фронтальные погрузчики";"43200000-5";"ru"
"43251000-7";;"goods";"Front-end shovel loaders with backhoe";"43250000-0";"en"
"43251000-7";;"goods";"Încărcătoare cu benă frontală cu cupă întoarsă";"43250000-0";"ro"
"43251000-7";;"goods";"Фронтальные погрузчики с обратной лопатой";"43250000-0";"ru"
"43252000-4";;"goods";"Front-end shovel loaders without backhoe";"43250000-0";"en"
"43252000-4";;"goods";"Încărcătoare cu benă frontală fără cupă întoarsă";"43250000-0";"ro"
"43252000-4";;"goods";"Фронтальные погрузчики без обратной лопаты";"43250000-0";"ru"
"43260000-3";;"goods";"Mechanical shovels, excavators and shovel loaders, and mining machinery";"43200000-5";"en"
"43260000-3";;"goods";"Cupe mecanice, excavatoare, încărcătoare mecanice cu lopată şi utilaje miniere";"43200000-5";"ro"
"43260000-3";;"goods";"Механические лопаты, экскаваторы, механические лопатные погрузчики и горное оборудование";"43200000-5";"ru"
"43261000-0";;"goods";"Mechanical shovels";"43260000-3";"en"
"43261000-0";;"goods";"Cupe mecanice";"43260000-3";"ro"
"43261000-0";;"goods";"Механические лопаты";"43260000-3";"ru"
"43261100-1";;"goods";"Mechanical shovel loaders";"43261000-0";"en"
"43261100-1";;"goods";"Încărcătoare mecanice cu lopată";"43261000-0";"ro"
"43261100-1";;"goods";"Механические погрузчики с лопатой";"43261000-0";"ru"
"43262000-7";;"goods";"Excavating machinery";"43260000-3";"en"
"43262000-7";;"goods";"Utilaje excavatoare";"43260000-3";"ro"
"43262000-7";;"goods";"Экскаваторное оборудование";"43260000-3";"ru"
"43262100-8";;"goods";"Mechanical excavators";"43262000-7";"en"
"43262100-8";;"goods";"Excavatoare mecanice";"43262000-7";"ro"
"43262100-8";;"goods";"Механические экскаваторы";"43262000-7";"ru"
"43300000-6";;"goods";"Construction machinery and equipment";"43000000-3";"en"
"43300000-6";;"goods";"Maşini şi echipament de construcţii";"43000000-3";"ro"
"43300000-6";;"goods";"Строительные машины и оборудование";"43000000-3";"ru"
"43310000-9";;"goods";"Civil engineering machinery";"43300000-6";"en"
"43310000-9";;"goods";"Utilaje pentru lucrări publice";"43300000-6";"ro"
"43310000-9";;"goods";"Городские строительные машины";"43300000-6";"ru"
"43311000-6";;"goods";"Pile drivers";"43310000-9";"en"
"43311000-6";;"goods";"Sonete";"43310000-9";"ro"
"43311000-6";;"goods";"Копры";"43310000-9";"ru"
"43312000-3";;"goods";"Road-surfacing machinery";"43310000-9";"en"
"43312000-3";;"goods";"Utilaje pentru instalarea îmbrăcămintei rutiere";"43310000-9";"ro"
"43312000-3";;"goods";"Оборудование для укладки тротуаров";"43310000-9";"ru"
"43312100-4";;"goods";"Planers";"43312000-3";"en"
"43312100-4";;"goods";"Utilaje de nivelat";"43312000-3";"ro"
"43312100-4";;"goods";"Оборудование для выравнивания площадок";"43312000-3";"ru"
"43312200-5";;"goods";"Chippers";"43312000-3";"en"
"43312200-5";;"goods";"Utilaje de împrăştiere a pietrişului";"43312000-3";"ro"
"43312200-5";;"goods";;"43312000-3";"ru"
"43312300-6";;"goods";"Paving machinery";"43312000-3";"en"
"43312300-6";;"goods";"Utilaje de pavare";"43312000-3";"ro"
"43312300-6";;"goods";"Оборудование для мощения";"43312000-3";"ru"
